0.0,0.0,-0.22764546,-0.18407145,-0.37807325,-0.50509787,-0.42090946,-0.7770517,-0.43701145,-0.9999978,-0.23738065,-0.7794148,-0.3195217,-0.94366443,-0.29517117,-0.70787096,-0.26209483,-0.5247509,-0.09594743,-0.7573126,-0.19162339,-0.9008359,-0.16812113,-0.6117368,-0.12840983,-0.42131367,0.046544626,-0.70508516,-0.04941927,-0.8085842,-0.051257364,-0.516307,-0.031003049,-0.3338498,0.19221942,-0.6297235,0.08703913,-0.7456004,0.049373124,-0.5432407,0.0544414,-0.40543005,A
0.0,0.0,-0.2839728,-0.11867749,-0.49516967,-0.47992918,-0.58331805,-0.77827007,-0.67734903,-0.9999964,-0.36197636,-0.7633711,-0.48157024,-0.9088654,-0.4222036,-0.6804453,-0.34721947,-0.5142918,-0.20673089,-0.77311677,-0.3369455,-0.930314,-0.29079762,-0.6455014,-0.21969773,-0.46079314,-0.0455171,-0.7531841,-0.16560197,-0.8382235,-0.13346912,-0.5263895,-0.07411195,-0.3395409,0.121233925,-0.7113333,-0.0015644548,-0.8262189,-0.01619007,-0.60357404,0.018815776,-0.45399317,A
0.0,0.0,-0.24310488,-0.12783518,-0.44426078,-0.47644654,-0.52481294,-0.7738221,-0.59749794,-0.9999964,-0.32058775,-0.76507527,-0.42845657,-0.9192172,-0.3876926,-0.6806901,-0.3291153,-0.52375716,-0.16665882,-0.77086747,-0.2799088,-0.90641904,-0.24108204,-0.6056869,-0.17827846,-0.44063354,-0.0027841956,-0.74817747,-0.12508915,-0.8504886,-0.10212336,-0.54458207,-0.048589244,-0.37946177,0.16978386,-0.70348245,0.039274916,-0.82248247,0.023024049,-0.6145829,0.062986076,-0.4934908,A
0.0,0.0,-0.24239658,-0.107656986,-0.45878604,-0.46677852,-0.5442311,-0.7719365,-0.6235375,-0.99999636,-0.35190836,-0.79973805,-0.46586493,-0.9399941,-0.40627673,-0.67548096,-0.338428,-0.49975276,-0.18944769,-0.80920273,-0.3123206,-0.9301393,-0.25591025,-0.6088522,-0.18560079,-0.4351184,-0.015069153,-0.785199,-0.14900266,-0.8743722,-0.112166286,-0.54647416,-0.05496547,-0.3743351,0.16685066,-0.739517,0.025214735,-0.8393872,0.013439308,-0.61081964,0.052929547,-0.48540324,A
0.0,0.0,-0.2508743,-0.11912375,-0.45449328,-0.46710965,-0.536553,-0.7646471,-0.6241286,-0.9999966,-0.34813312,-0.79126877,-0.4800955,-0.9307853,-0.41822922,-0.67641646,-0.34836894,-0.5031436,-0.19193539,-0.8003897,-0.33148196,-0.90671104,-0.2645123,-0.59591335,-0.19101313,-0.42980814,-0.02936967,-0.77914375,-0.17326646,-0.85454327,-0.12563047,-0.54046375,-0.06386311,-0.38106373,0.1424291,-0.7350539,-0.008674825,-0.82415193,-0.0100214975,-0.60337996,0.03662657,-0.4885417,A
0.0,0.0,-0.24587448,-0.10800818,-0.46335155,-0.46814668,-0.55526847,-0.77157545,-0.64984924,-0.9999965,-0.35855573,-0.78460366,-0.47869664,-0.9318992,-0.41294017,-0.6648967,-0.34253418,-0.49022213,-0.19723645,-0.80018187,-0.33266595,-0.91574705,-0.26404455,-0.5942348,-0.18410438,-0.42717358,-0.029502606,-0.78029436,-0.1672522,-0.862725,-0.1203529,-0.53322285,-0.05623701,-0.365462,0.14717719,-0.7383412,0.0020130617,-0.826618,-0.0018897243,-0.5921599,0.041851263,-0.46681514,A
0.0,0.0,-0.25432706,-0.11883783,-0.48377627,-0.45917758,-0.59289736,-0.75983757,-0.67580277,-0.9999961,-0.36620638,-0.77329916,-0.49271846,-0.9542495,-0.45280126,-0.72394234,-0.38591203,-0.54289,-0.20348205,-0.7912745,-0.33246532,-0.94554836,-0.28425333,-0.6311107,-0.20634322,-0.43582264,-0.024452321,-0.7773774,-0.16329326,-0.8742832,-0.12588456,-0.5612194,-0.057384785,-0.38277736,0.16503388,-0.73735964,0.016116954,-0.85554177,0.011676117,-0.63586324,0.06351715,-0.5055249,A
0.0,0.0,-0.2575471,-0.11612058,-0.49024448,-0.4623522,-0.6032279,-0.7587497,-0.6771459,-0.9999959,-0.3631443,-0.786766,-0.5040174,-0.9634129,-0.45415047,-0.70278615,-0.3848776,-0.56213367,-0.19652618,-0.80160964,-0.3352854,-0.9667116,-0.2922614,-0.6234416,-0.21865948,-0.48467615,-0.015405676,-0.7826301,-0.16725916,-0.8789115,-0.1307149,-0.5466241,-0.057194315,-0.41038164,0.17239869,-0.7365696,0.021100175,-0.87089115,0.010716016,-0.6428891,0.069614604,-0.5247432,A
0.0,0.0,-0.24819753,-0.12590845,-0.45436683,-0.47702524,-0.5512046,-0.7707715,-0.634491,-0.999996,-0.31069264,-0.774152,-0.4425764,-0.93472284,-0.3959741,-0.68816555,-0.33337733,-0.55900747,-0.15022169,-0.77062565,-0.27533644,-0.91708106,-0.24752662,-0.61408037,-0.18477954,-0.49858925,0.016626738,-0.7284609,-0.11034917,-0.85089165,-0.10064303,-0.55841976,-0.045129314,-0.44290096,0.18676029,-0.6609816,0.07052963,-0.8140424,0.04596828,-0.60932624,0.087372385,-0.4979985,A
0.0,0.0,-0.23096025,-0.19329356,-0.38385448,-0.51781934,-0.4648588,-0.78859985,-0.5474066,-0.99999666,-0.2700583,-0.7579225,-0.3646591,-0.9270983,-0.33822337,-0.7154971,-0.29495385,-0.5978099,-0.1340573,-0.7434118,-0.22215427,-0.8868886,-0.20435621,-0.6199278,-0.15765147,-0.5218815,0.006362404,-0.69902396,-0.07652462,-0.8078459,-0.07981762,-0.55313027,-0.046469525,-0.45907253,0.14599596,-0.63000613,0.06934536,-0.7594079,0.04129461,-0.5798326,0.06478358,-0.49438915,A
